client_id,country,country_risk,is_pep,sector,transaction_volume,account_age_years,nb_transactions_30d,avg_transaction_amount,nb_countries_involved,cash_ratio,adverse_media_score,beneficial_owner_complexity,source_of_wealth_verified,risk_label
CLT2433,Norway,Low,0,Energy,31916.2,3,78,34.1,6,0.177,0,0,0,0
CLT2434,Hong Kong,Medium,0,Trading,180631.65,3,64,235.2,12,0.479,0,1,1,2
CLT2435,New Zealand,Low,1,Construction,6166.15,22,80,6.42,6,0.218,1,0,1,0
CLT2436,China,Medium,0,Mining,39473.67,4,4,822.37,13,0.101,3,0,0,2
CLT2437,Nigeria,High,0,Mining,49352.53,7,31,132.67,7,0.239,0,0,1,1
CLT2438,Norway,Low,0,Real Estate,56608.33,29,13,362.87,8,0.477,1,1,1,1
CLT2439,North Korea,High,0,Trading,51288.84,15,27,158.3,12,0.171,0,0,1,2
CLT2440,Saudi Arabia,Medium,0,Finance,137997.03,11,59,194.91,13,0.222,1,0,0,2
CLT2441,New Zealand,Low,0,Energy,30394.46,18,65,38.97,2,0.269,0,0,1,0
CLT2442,Austria,Low,0,Legal,103574.91,12,64,134.86,7,0.377,0,1,0,1
CLT2443,Venezuela,High,0,Technology,98199.68,4,25,327.33,9,0.093,1,2,1,2
CLT2444,New Zealand,Low,0,Trading,91959.44,24,37,207.12,13,0.459,0,0,1,0
CLT2445,Nigeria,High,0,Healthcare,132158.61,11,75,146.84,1,0.161,0,1,0,1
CLT2446,UK,Low,0,Mining,91410.95,6,73,104.35,13,0.526,3,0,1,2
CLT2447,UK,Low,1,Real Estate,52338.68,26,71,61.43,12,0.384,0,1,1,1
CLT2448,Cayman Islands,High,0,Construction,8924.71,19,14,53.12,1,0.519,0,0,1,0
CLT2449,Sweden,Low,0,Retail,458529.63,26,94,406.5,7,0.18,0,1,0,0
CLT2450,Germany,Low,0,Construction,760657.46,28,24,2641.17,13,0.215,2,0,1,1
CLT2451,South Africa,Medium,0,Construction,34922.59,18,67,43.44,14,0.349,0,1,0,2
CLT2452,Singapore,Medium,0,Energy,118730.53,15,48,206.13,5,0.448,0,0,1,0
CLT2453,British Virgin Islands,High,0,Trading,26333.07,3,91,24.11,1,0.256,0,2,1,1
CLT2454,Nigeria,High,0,Construction,20326.29,17,65,26.06,14,0.508,0,0,1,2
CLT2455,Canada,Low,0,Energy,65054.05,1,38,142.66,13,0.13,0,0,1,0
CLT2456,Venezuela,High,0,Legal,4037691.79,2,90,3738.6,1,0.227,0,0,1,1
CLT2457,Austria,Low,0,Finance,655412.78,30,70,780.25,2,0.329,0,1,0,0
CLT2458,India,Medium,0,Legal,523504.23,19,59,739.41,11,0.215,1,0,1,1
CLT2459,India,Medium,0,Trading,130373.39,29,12,905.37,10,0.05,1,0,1,1
CLT2460,USA,Low,1,Retail,15119.07,9,54,23.33,9,0.166,0,1,0,1
CLT2461,Brazil,Medium,0,Legal,283572.61,8,51,463.35,12,0.182,0,0,1,1
CLT2462,France,Low,0,Energy,842.77,12,38,1.85,12,0.273,1,0,1,1
CLT2463,North Korea,High,0,Energy,107614.64,27,46,194.95,3,0.241,1,0,0,1
CLT2464,Norway,Low,1,Technology,310772.65,27,99,261.59,9,0.264,1,1,1,1
CLT2465,Norway,Low,0,Mining,75148.87,15,10,626.24,6,0.156,0,1,0,0
CLT2466,UK,Low,0,Healthcare,721479.01,25,9,6680.36,13,0.36,3,1,0,2
CLT2467,Venezuela,High,0,Healthcare,7052.72,23,87,6.76,10,0.118,1,1,0,2
CLT2468,China,Medium,1,Trading,660692.29,7,94,585.72,6,0.392,0,1,1,2
CLT2469,Myanmar,High,1,Mining,47260.61,21,52,75.74,7,0.609,0,1,1,2
CLT2470,Turkey,Medium,0,Technology,527642.46,16,51,862.16,10,0.479,0,0,0,1
CLT2471,Iran,High,0,Real Estate,276591.04,7,22,1047.69,11,0.127,0,1,1,2
CLT2472,Switzerland,Low,0,Construction,580187.01,20,73,662.31,8,0.274,2,2,0,2
CLT2473,Sweden,Low,0,Legal,258641.51,21,83,259.68,11,0.438,1,0,1,1
CLT2474,Mexico,Medium,0,Mining,169041.99,12,72,195.65,3,0.263,0,1,1,1
CLT2475,Canada,Low,0,Construction,464745.69,17,68,569.54,8,0.553,2,1,1,2
CLT2476,Canada,Low,0,Real Estate,65070.01,11,5,1084.5,6,0.255,0,1,1,0
CLT2477,Japan,Low,0,Retail,147784.82,4,83,148.38,6,0.403,0,2,0,1
CLT2478,Hong Kong,Medium,0,Technology,59550.09,19,82,60.52,11,0.21,1,0,0,1
CLT2479,Russia,High,0,Construction,21402.23,2,29,61.5,14,0.349,0,0,1,2
CLT2480,British Virgin Islands,High,0,Technology,131981.81,2,83,132.51,3,0.211,0,0,1,0
CLT2481,South Africa,Medium,1,Technology,80428.08,24,6,1117.06,6,0.201,0,2,1,1
CLT2482,India,Medium,0,Mining,394534.3,17,69,476.49,11,0.465,0,0,0,1
CLT2483,Brazil,Medium,0,Energy,44874.21,24,58,64.47,13,0.029,0,2,1,1
CLT2484,British Virgin Islands,High,0,Finance,19129.04,9,43,37.07,8,0.059,0,0,1,0
CLT2485,UK,Low,0,Trading,386355.92,22,69,466.61,13,0.086,0,0,1,1
CLT2486,Netherlands,Low,0,Healthcare,65841.9,1,72,76.21,7,0.552,0,0,1,0
CLT2487,Cayman Islands,High,0,Technology,18272.57,10,91,16.73,10,0.134,0,1,1,1
CLT2488,Cayman Islands,High,0,Mining,480974.23,28,37,1083.28,10,0.785,0,0,0,2
CLT2489,UK,Low,0,Mining,240419.61,23,58,345.43,7,0.067,0,0,0,0
CLT2490,South Africa,Medium,0,Construction,958618.77,15,37,2159.05,3,0.049,0,0,1,0
CLT2491,Canada,Low,1,Construction,35904.87,21,82,36.49,10,0.175,0,2,0,1
CLT2492,France,Low,0,Legal,29108.23,15,26,93.3,14,0.251,0,2,1,1
CLT2493,South Africa,Medium,1,Technology,11732.79,25,42,23.28,3,0.362,0,0,1,0
CLT2494,Germany,Low,1,Finance,25581.95,23,16,133.24,5,0.169,0,1,1,0
CLT2495,Turkey,Medium,0,Trading,33538.85,21,22,127.04,12,0.557,0,1,1,1
CLT2496,Myanmar,High,0,Trading,166791.9,29,23,604.32,5,0.453,0,1,1,1
CLT2497,Panama,High,0,Retail,14852.82,2,47,26.33,9,0.207,0,0,1,0
CLT2498,Switzerland,Low,0,Retail,22136.76,14,67,27.53,13,0.42,0,0,1,0
CLT2499,Sweden,Low,0,Legal,762979.13,4,3,21193.86,9,0.218,0,1,1,1
CLT2500,Mexico,Medium,1,Healthcare,737.75,18,12,5.12,10,0.168,0,0,1,1
CLT2501,Luxembourg,Low,0,Retail,123055.52,9,23,445.85,5,0.406,0,0,1,0
CLT2502,South Africa,Medium,0,Real Estate,8641.88,2,11,65.47,12,0.197,1,0,1,2
CLT2503,Saudi Arabia,Medium,0,Legal,17892.23,2,52,28.67,14,0.367,0,1,1,1
CLT2504,UAE,Medium,0,Trading,506379.98,18,50,843.97,5,0.25,0,1,1,1
CLT2505,China,Medium,0,Trading,66660.3,17,57,97.46,6,0.458,0,0,1,0
CLT2506,Canada,Low,0,Finance,3222326.36,9,64,4195.74,13,0.329,0,1,0,2
CLT2507,Luxembourg,Low,0,Mining,153310.25,8,46,277.74,13,0.393,0,0,1,1
CLT2508,Russia,High,0,Real Estate,17248.65,2,29,49.57,8,0.244,0,1,0,2
CLT2509,Panama,High,0,Healthcare,138220.92,2,70,164.55,6,0.506,0,0,0,1
CLT2510,Sweden,Low,0,Construction,326099.76,5,46,590.76,14,0.16,0,0,1,0
CLT2511,Hong Kong,Medium,0,Legal,130992.98,12,16,682.26,11,0.405,0,1,1,1
CLT2512,Switzerland,Low,0,Retail,43345.52,29,98,36.86,13,0.072,1,1,1,0
CLT2513,British Virgin Islands,High,0,Energy,4738.21,30,51,7.74,13,0.355,0,0,1,1
CLT2514,Venezuela,High,0,Finance,36913.44,28,11,279.65,12,0.359,0,0,1,1
CLT2515,New Zealand,Low,0,Trading,730456.17,16,11,5533.76,14,0.599,1,2,1,2
CLT2516,Venezuela,High,0,Energy,18122.78,14,63,23.97,6,0.395,0,0,1,0
CLT2517,Brazil,Medium,0,Legal,32282.11,20,53,50.76,9,0.117,0,1,1,0
CLT2518,Australia,Low,0,Technology,265649.71,2,89,248.74,1,0.278,0,0,1,0
CLT2519,Sweden,Low,0,Healthcare,151683.86,24,58,217.94,14,0.177,0,0,1,0
CLT2520,Brazil,Medium,0,Technology,8392.98,8,19,36.81,4,0.151,0,1,1,0
CLT2521,North Korea,High,0,Legal,50872.35,29,32,132.48,10,0.249,2,2,1,2
CLT2522,Russia,High,1,Technology,494080.89,4,50,823.47,13,0.016,2,0,1,2
CLT2523,India,Medium,0,Healthcare,62300.07,30,72,72.11,10,0.602,0,0,1,0
CLT2524,Norway,Low,0,Mining,512392.65,20,55,776.35,12,0.328,0,1,1,0
CLT2525,Turkey,Medium,0,Legal,557748.65,9,76,611.57,2,0.12,0,0,1,0
CLT2526,China,Medium,0,Energy,14890.96,20,41,30.27,9,0.177,0,1,1,0
CLT2527,Turkey,Medium,1,Technology,38462.25,26,99,32.38,3,0.258,1,0,1,1
CLT2528,India,Medium,0,Healthcare,160557.17,27,70,191.14,10,0.148,0,0,0,0
CLT2529,Australia,Low,1,Retail,5963.85,25,21,23.67,11,0.166,0,0,1,0
CLT2530,Austria,Low,0,Construction,42848.5,19,26,137.33,2,0.28,0,0,1,0
CLT2531,Hong Kong,Medium,0,Healthcare,135846.32,2,1,11320.53,8,0.517,2,0,0,2
CLT2532,Austria,Low,0,Finance,23543.93,16,81,24.22,4,0.47,0,1,0,0
CLT2533,Australia,Low,0,Construction,144662.77,11,99,121.77,11,0.403,2,0,1,1
CLT2534,Switzerland,Low,0,Retail,24336.71,8,27,75.11,2,0.116,0,1,1,0
CLT2535,Hong Kong,Medium,0,Real Estate,23935.59,12,50,39.89,4,0.179,0,2,0,1
CLT2536,Canada,Low,0,Energy,182823.94,3,66,230.84,7,0.371,0,2,0,1
CLT2537,Sweden,Low,0,Trading,466058.95,13,65,597.51,14,0.159,0,1,1,1
CLT2538,Sweden,Low,1,Retail,20617.24,2,10,171.81,7,0.325,0,0,0,1
CLT2539,Canada,Low,0,Mining,9729.91,13,95,8.54,1,0.041,0,0,0,0
CLT2540,North Korea,High,0,Construction,56619.87,27,37,127.52,13,0.344,0,1,0,2
CLT2541,Russia,High,0,Mining,120614.21,8,69,145.67,12,0.614,0,1,1,2
CLT2542,Cayman Islands,High,0,Construction,20310.83,15,41,41.28,12,0.508,0,0,0,2
CLT2543,USA,Low,0,Finance,722904.99,24,46,1309.61,1,0.501,1,2,1,0
CLT2544,Sweden,Low,0,Real Estate,48037.61,21,77,51.99,3,0.397,2,0,0,1
CLT2545,Saudi Arabia,Medium,0,Trading,20049.27,9,45,37.13,2,0.314,2,1,1,1
CLT2546,Panama,High,0,Finance,1085502.01,11,88,1027.94,3,0.6,0,0,1,1
CLT2547,Mexico,Medium,0,Retail,400237.55,22,27,1235.3,4,0.168,0,0,1,0
CLT2548,Nigeria,High,0,Mining,20107.69,21,65,25.78,14,0.392,0,0,0,2
CLT2549,Mexico,Medium,0,Construction,296769.56,28,84,294.41,7,0.445,0,0,1,0
CLT2550,Brazil,Medium,0,Retail,22386.96,3,8,233.2,2,0.166,1,2,1,1
CLT2551,UAE,Medium,0,Healthcare,189352.34,7,67,235.51,7,0.26,0,2,1,1
CLT2552,UAE,Medium,0,Real Estate,861117.84,14,49,1464.49,5,0.26,0,0,1,0
CLT2553,Germany,Low,1,Energy,9766.79,15,96,8.48,8,0.478,1,0,0,1
CLT2554,UK,Low,0,Healthcare,26724.73,9,89,25.02,8,0.252,0,0,1,0
CLT2555,Nigeria,High,0,Mining,27618.84,20,89,25.86,5,0.199,2,0,0,2
CLT2556,North Korea,High,0,Real Estate,89180.05,11,14,530.83,10,0.477,0,1,1,2
CLT2557,UAE,Medium,0,Real Estate,121783.69,7,62,163.69,8,0.615,0,0,1,1
CLT2558,Hong Kong,Medium,0,Retail,52383.66,12,43,101.52,12,0.567,1,0,0,1
CLT2559,Cayman Islands,High,0,Healthcare,4804.18,19,27,14.83,14,0.076,2,0,1,2
CLT2560,Brazil,Medium,0,Retail,9447.3,27,96,8.2,9,0.437,1,1,1,1
CLT2561,North Korea,High,1,Retail,15909.58,18,27,49.1,7,0.078,1,0,0,2
CLT2562,Canada,Low,0,Retail,138669.0,13,68,169.94,6,0.494,2,0,1,1
CLT2563,Japan,Low,0,Mining,7385.95,11,75,8.21,7,0.555,0,1,0,1
CLT2564,Germany,Low,0,Construction,15206.46,1,48,26.4,7,0.282,0,2,1,1
CLT2565,British Virgin Islands,High,0,Construction,10932.94,6,67,13.6,3,0.108,0,1,1,1
CLT2566,Denmark,Low,0,Mining,99903.19,21,25,333.01,6,0.441,0,0,1,0
CLT2567,Germany,Low,1,Trading,326966.54,2,64,425.74,6,0.072,0,1,1,1
CLT2568,Austria,Low,0,Energy,75450.43,13,24,261.98,11,0.089,1,2,1,1
CLT2569,Australia,Low,0,Finance,1190941.72,13,9,11027.24,9,0.513,0,1,1,0
CLT2570,Denmark,Low,0,Energy,75427.17,19,8,785.7,1,0.105,0,0,1,0
CLT2571,New Zealand,Low,0,Mining,51988.72,9,95,45.6,13,0.65,3,0,1,2
CLT2572,UAE,Medium,1,Technology,18467.02,19,59,26.08,7,0.507,0,1,0,1
CLT2573,Norway,Low,0,Finance,81184.9,23,17,397.97,1,0.2,3,1,0,2
CLT2574,Cayman Islands,High,0,Trading,17323.79,1,43,33.57,10,0.074,2,0,1,2
CLT2575,France,Low,0,Legal,13787.73,23,95,12.09,13,0.116,0,0,1,0
CLT2576,Brazil,Medium,0,Finance,13209.05,25,68,16.19,4,0.483,0,1,1,0
CLT2577,Luxembourg,Low,0,Real Estate,42772.85,28,4,891.1,13,0.746,0,0,0,1
CLT2578,Panama,High,0,Mining,28278.19,27,8,294.56,7,0.186,0,0,1,1
CLT2579,Germany,Low,0,Legal,3211025.28,8,42,6371.08,6,0.56,0,1,0,1
CLT2580,British Virgin Islands,High,0,Energy,81966.83,23,49,139.4,6,0.351,0,0,1,1
CLT2581,France,Low,1,Legal,79967.86,26,6,1110.66,5,0.302,1,1,1,0
CLT2582,Singapore,Medium,0,Mining,26162.04,14,73,29.87,11,0.357,0,1,1,2
CLT2583,Nigeria,High,0,Energy,5945895.99,24,42,11797.41,7,0.345,0,1,1,2
CLT2584,Germany,Low,0,Mining,14974.12,16,72,17.33,9,0.12,1,0,1,1
CLT2585,China,Medium,0,Healthcare,29420.16,29,32,76.61,14,0.377,0,0,0,1
CLT2586,Canada,Low,1,Technology,268019.78,4,15,1489.0,6,0.425,0,1,1,1
CLT2587,Venezuela,High,0,Trading,81107.21,18,82,82.43,10,0.138,0,2,1,2
CLT2588,Switzerland,Low,0,Trading,8870.14,14,87,8.5,7,0.545,0,1,1,0
CLT2589,Japan,Low,0,Real Estate,62376.17,30,69,75.33,9,0.273,1,1,1,0
CLT2590,Russia,High,0,Technology,165964.13,27,27,512.23,7,0.053,0,0,1,0
CLT2591,India,Medium,0,Technology,129059.58,9,97,110.88,6,0.117,0,0,1,0
CLT2592,Afghanistan,High,0,Real Estate,161421.84,15,66,203.82,3,0.107,0,1,0,2
CLT2593,Saudi Arabia,Medium,1,Energy,1588890.98,3,59,2244.2,14,0.192,0,0,1,2
CLT2594,Mexico,Medium,0,Real Estate,89975.72,30,28,267.78,1,0.465,0,1,1,0
CLT2595,Turkey,Medium,1,Energy,197494.63,27,24,685.75,10,0.405,1,0,1,1
CLT2596,Cayman Islands,High,0,Real Estate,1577.72,4,51,2.58,9,0.065,0,0,1,1
CLT2597,India,Medium,0,Finance,982983.24,23,21,3900.73,7,0.1,1,0,0,1
CLT2598,UAE,Medium,0,Finance,66005.88,18,31,177.44,3,0.727,1,0,0,1
CLT2599,Venezuela,High,0,Healthcare,16284.87,14,75,18.09,10,0.037,0,1,1,0
CLT2600,Norway,Low,0,Construction,44674.48,15,50,74.46,9,0.317,0,0,1,0
CLT2601,Nigeria,High,1,Real Estate,161746.05,8,92,146.51,3,0.036,1,1,1,2
CLT2602,Myanmar,High,1,Technology,282694.7,28,40,588.95,3,0.108,1,1,1,2
CLT2603,Iran,High,1,Finance,51902.85,10,68,63.61,13,0.586,0,0,1,2
CLT2604,France,Low,0,Retail,147585.5,24,16,768.67,14,0.29,0,0,1,0
CLT2605,France,Low,1,Energy,40343.05,12,76,44.24,7,0.044,0,1,1,1
CLT2606,Cayman Islands,High,0,Finance,125171.62,21,86,121.29,2,0.143,0,0,1,1
CLT2607,Japan,Low,0,Finance,81585.72,9,99,68.67,10,0.093,0,1,1,0
CLT2608,Mexico,Medium,0,Mining,94017.76,8,63,124.36,14,0.489,0,0,1,1
CLT2609,Austria,Low,0,Energy,37554.69,17,56,55.88,7,0.189,0,1,1,0
CLT2610,Iran,High,0,Trading,109698.12,9,80,114.27,7,0.275,0,0,1,2
CLT2611,North Korea,High,0,Legal,17329.75,13,24,60.17,1,0.283,1,0,1,1
CLT2612,Turkey,Medium,1,Energy,80171.87,30,99,67.48,13,0.525,0,2,1,2
CLT2613,Myanmar,High,0,Healthcare,23116.43,14,28,68.8,10,0.44,0,0,0,1
CLT2614,Cayman Islands,High,0,Mining,13487.32,5,93,12.09,11,0.57,0,0,1,1
CLT2615,Netherlands,Low,1,Energy,20778.12,9,85,20.37,2,0.122,1,0,0,1
CLT2616,UK,Low,0,Energy,43825.11,25,89,41.03,5,0.075,0,2,0,0
CLT2617,Switzerland,Low,1,Construction,27100.08,26,31,72.85,14,0.237,0,0,1,0
CLT2618,Switzerland,Low,0,Mining,108491.76,26,15,602.73,4,0.635,2,0,1,1
CLT2619,Brazil,Medium,0,Energy,67476.72,16,42,133.88,14,0.473,1,0,1,1
CLT2620,Hong Kong,Medium,0,Legal,274262.42,19,99,230.86,3,0.386,0,0,1,0
CLT2621,British Virgin Islands,High,0,Legal,52749.34,24,50,87.92,10,0.302,0,1,0,1
CLT2622,Denmark,Low,0,Retail,78513.87,23,86,76.08,14,0.138,0,0,0,0
CLT2623,UAE,Medium,0,Mining,983508.8,7,5,16391.81,11,0.357,0,0,0,2
CLT2624,Cayman Islands,High,0,Trading,31000.13,12,48,53.82,8,0.025,0,0,1,1
CLT2625,Venezuela,High,1,Energy,39037.25,26,13,250.24,7,0.487,0,2,1,2
CLT2626,Afghanistan,High,0,Construction,364117.77,2,32,948.22,9,0.388,0,0,1,1
CLT2627,Panama,High,0,Construction,14253.53,18,67,17.73,3,0.22,0,1,1,1
CLT2628,Austria,Low,0,Technology,430654.47,18,79,454.28,10,0.358,1,1,1,0
CLT2629,USA,Low,0,Trading,41967.62,16,91,38.43,1,0.172,1,0,1,0
CLT2630,Sweden,Low,0,Construction,17155.04,29,91,15.71,9,0.179,0,0,0,0
CLT2631,Myanmar,High,1,Legal,232774.28,11,30,646.6,9,0.431,3,0,1,2
CLT2632,Canada,Low,0,Technology,41081.39,2,6,570.57,12,0.431,1,1,1,1
CLT2633,Switzerland,Low,0,Real Estate,923966.65,14,25,3079.89,12,0.098,0,1,1,1
CLT2634,Afghanistan,High,0,Construction,67625.23,4,28,201.27,1,0.201,0,1,1,0
CLT2635,UK,Low,0,Healthcare,66891.62,7,62,89.91,14,0.262,0,0,1,0
CLT2636,USA,Low,0,Mining,24855.8,2,22,94.15,8,0.392,1,2,0,2
CLT2637,Nigeria,High,0,Construction,48043.09,21,68,58.88,14,0.186,0,0,1,1
CLT2638,Turkey,Medium,0,Finance,39776.61,14,15,220.98,14,0.395,0,1,0,2
CLT2639,France,Low,0,Trading,441120.58,7,26,1413.85,10,0.608,0,0,0,1
CLT2640,Austria,Low,0,Finance,92448.21,9,63,122.29,1,0.103,1,0,0,0
CLT2641,UK,Low,0,Retail,172529.95,8,18,798.75,6,0.404,0,0,1,0
CLT2642,Russia,High,0,Construction,69407.17,9,73,79.23,9,0.103,0,0,1,1
CLT2643,Panama,High,0,Real Estate,32324.21,7,63,42.76,3,0.398,0,0,1,1
CLT2644,Panama,High,1,Finance,104452.36,19,62,140.39,6,0.153,0,0,1,1
CLT2645,Luxembourg,Low,0,Finance,650905.78,17,68,797.68,3,0.409,0,0,1,0
CLT2646,Japan,Low,0,Trading,12424.31,26,48,21.57,11,0.173,0,0,1,0
CLT2647,Nigeria,High,0,Technology,112332.88,23,50,187.22,14,0.158,0,0,1,1
CLT2648,Venezuela,High,1,Real Estate,565164.49,13,63,747.57,5,0.289,0,0,1,2
CLT2649,Mexico,Medium,1,Finance,17638.53,11,69,21.3,11,0.146,0,2,1,2
CLT2650,Luxembourg,Low,1,Energy,238712.93,22,6,3315.46,14,0.076,0,0,1,1
CLT2651,UK,Low,0,Real Estate,239128.48,18,58,343.58,7,0.096,0,0,1,0
CLT2652,UAE,Medium,0,Energy,8591.93,17,51,14.04,11,0.09,0,0,0,1
CLT2653,Norway,Low,0,Construction,316682.41,28,12,2199.18,10,0.493,0,1,1,0
CLT2654,British Virgin Islands,High,0,Finance,24558.74,16,95,21.54,12,0.297,0,0,0,1
CLT2655,Australia,Low,0,Finance,102567.34,10,47,181.86,4,0.519,0,0,0,0
CLT2656,China,Medium,0,Legal,278232.33,4,9,2576.23,4,0.151,2,1,1,2
CLT2657,Iran,High,0,Legal,362261.56,30,7,4312.64,7,0.175,2,0,1,2
CLT2658,South Africa,Medium,0,Trading,5980.3,4,29,17.18,5,0.58,0,0,1,0
CLT2659,UK,Low,0,Mining,875809.39,22,78,935.69,1,0.105,0,0,1,0
CLT2660,USA,Low,0,Mining,502269.62,11,51,820.7,11,0.257,3,0,1,2
CLT2661,Australia,Low,1,Technology,290076.85,21,84,287.77,10,0.434,0,0,1,0
CLT2662,Myanmar,High,0,Trading,102972.47,25,55,156.02,13,0.491,1,0,1,2
CLT2663,South Africa,Medium,0,Mining,31146.38,8,96,27.04,12,0.116,1,1,1,2
CLT2664,Mexico,Medium,0,Trading,11792.6,9,59,16.66,13,0.357,2,0,1,2
CLT2665,France,Low,0,Finance,5240.85,16,56,7.8,2,0.139,0,0,0,0
CLT2666,Myanmar,High,0,Legal,157440.68,10,22,596.37,6,0.719,0,0,1,1
CLT2667,Iran,High,0,Legal,289857.92,23,18,1341.93,13,0.153,0,0,1,1
CLT2668,India,Medium,0,Legal,52736.76,9,58,75.77,12,0.259,0,0,1,1
CLT2669,India,Medium,0,Mining,29987.57,3,40,62.47,9,0.149,0,1,1,1
CLT2670,Austria,Low,1,Real Estate,66494.15,25,89,62.26,7,0.479,0,0,1,0
CLT2671,UK,Low,0,Healthcare,22912.04,2,31,61.59,4,0.48,0,1,1,0
CLT2672,Switzerland,Low,0,Finance,61846.73,9,56,92.03,12,0.417,1,1,1,1
CLT2673,Cayman Islands,High,0,Construction,21022.56,13,35,50.05,12,0.123,0,0,0,1
CLT2674,Turkey,Medium,1,Trading,149950.27,6,26,480.61,13,0.424,0,1,1,2
CLT2675,Venezuela,High,0,Legal,386854.63,4,68,474.09,2,0.087,1,0,1,1
CLT2676,Australia,Low,0,Legal,128381.24,28,84,127.36,4,0.061,0,0,0,0
CLT2677,Myanmar,High,1,Legal,53066.54,14,34,130.07,14,0.274,0,0,0,2
CLT2678,Austria,Low,1,Finance,263997.8,28,76,289.47,5,0.362,2,0,1,1
CLT2679,China,Medium,1,Legal,61596.45,29,16,320.81,2,0.58,0,0,0,0
CLT2680,Venezuela,High,0,Technology,251707.53,11,42,499.42,1,0.042,1,1,1,1
CLT2681,UAE,Medium,0,Trading,23058.37,2,5,384.31,4,0.092,1,0,1,1
CLT2682,South Africa,Medium,1,Finance,27998.15,29,61,38.25,11,0.178,0,1,1,1
CLT2683,Turkey,Medium,0,Trading,13585.76,26,44,25.73,13,0.198,0,0,1,1
CLT2684,Hong Kong,Medium,0,Energy,29785.78,3,35,70.92,6,0.565,0,1,1,1
CLT2685,India,Medium,0,Retail,260952.81,5,91,238.97,1,0.288,1,0,1,0
CLT2686,Sweden,Low,0,Technology,16193.72,25,1,1349.48,1,0.324,0,0,1,0
CLT2687,Cayman Islands,High,1,Real Estate,1887.79,7,98,1.61,9,0.489,0,0,1,2
CLT2688,USA,Low,0,Real Estate,32151.94,11,43,62.31,5,0.441,0,2,1,1
CLT2689,China,Medium,0,Healthcare,10294.92,12,32,26.81,2,0.314,2,0,1,0
CLT2690,Hong Kong,Medium,1,Technology,28096.03,29,63,37.16,11,0.371,2,0,1,2
CLT2691,Panama,High,0,Trading,1411698.7,11,33,3564.9,14,0.379,1,0,1,2
CLT2692,Myanmar,High,0,Real Estate,15780.75,19,95,13.84,2,0.01,0,0,1,0
CLT2693,Austria,Low,0,Retail,154863.74,13,77,167.6,4,0.327,0,0,0,0
CLT2694,Canada,Low,0,Real Estate,53086.46,4,66,67.03,11,0.372,0,0,1,1
CLT2695,India,Medium,0,Legal,104686.03,14,30,290.79,2,0.472,1,0,1,0
CLT2696,Austria,Low,0,Healthcare,27892.4,12,10,232.44,4,0.434,0,1,1,0
CLT2697,Cayman Islands,High,0,Finance,341813.14,27,23,1238.45,11,0.165,0,0,1,1
CLT2698,USA,Low,0,Construction,113580.94,2,97,97.58,13,0.17,1,0,1,1
CLT2699,China,Medium,0,Construction,118415.29,30,39,253.02,6,0.068,0,1,0,0
CLT2700,Brazil,Medium,0,Real Estate,69448.51,8,45,128.61,7,0.096,2,0,1,2
CLT2701,Canada,Low,0,Trading,393935.26,22,29,1132.0,6,0.373,0,0,1,0
CLT2702,Luxembourg,Low,0,Trading,138722.03,19,30,385.34,4,0.219,0,1,1,0
CLT2703,China,Medium,0,Legal,104438.86,13,34,255.98,10,0.443,1,0,1,1
CLT2704,Hong Kong,Medium,0,Real Estate,159367.43,21,52,255.4,3,0.102,2,0,1,1
CLT2705,Russia,High,0,Real Estate,4272.84,21,81,4.4,4,0.061,0,1,0,2
CLT2706,Iran,High,0,Construction,79351.35,28,22,300.57,12,0.523,0,2,1,2
CLT2707,Luxembourg,Low,1,Energy,54391.57,1,5,906.53,5,0.207,1,0,1,2
CLT2708,Austria,Low,0,Real Estate,345544.35,29,11,2617.76,4,0.213,2,1,1,1
CLT2709,North Korea,High,0,Finance,20919.91,5,86,20.27,3,0.022,3,0,1,2
CLT2710,Turkey,Medium,0,Healthcare,80955.8,22,32,210.82,1,0.316,0,0,1,0
CLT2711,Mexico,Medium,1,Healthcare,1072776.54,26,24,3724.92,3,0.223,0,1,1,0
CLT2712,Japan,Low,0,Finance,57608.62,26,11,436.43,11,0.1,1,2,0,1
CLT2713,Panama,High,0,Energy,8140.36,27,11,61.67,5,0.328,0,0,1,0
CLT2714,Austria,Low,0,Trading,1561113.77,11,17,7652.52,13,0.448,0,0,0,1
CLT2715,China,Medium,0,Construction,20469.26,11,32,53.31,14,0.172,0,1,1,1
CLT2716,New Zealand,Low,0,Healthcare,12585.91,13,83,12.64,6,0.399,0,0,1,0
CLT2717,Panama,High,0,Technology,13352.51,2,27,41.21,12,0.393,0,0,1,1
CLT2718,UAE,Medium,0,Retail,178348.85,19,32,464.45,14,0.036,0,2,0,2
CLT2719,Cayman Islands,High,0,Construction,419437.56,16,61,573.0,13,0.088,0,0,1,2
CLT2720,UK,Low,0,Energy,839535.9,26,25,2798.45,4,0.133,0,1,1,0
CLT2721,Netherlands,Low,0,Technology,61265.99,5,64,79.77,1,0.148,2,0,1,0
CLT2722,Venezuela,High,0,Real Estate,13625.38,14,64,17.74,10,0.25,0,0,0,2
CLT2723,Norway,Low,0,Finance,25465.57,29,28,75.79,13,0.452,0,0,0,0
CLT2724,Sweden,Low,0,Real Estate,62967.63,19,40,131.18,7,0.256,3,0,1,2
CLT2725,China,Medium,0,Legal,58001.41,5,91,53.11,13,0.325,0,0,0,2
